0.000000000000000000e+00 0.000000000000000000e+00
2.137638166658493433e-01 7.282166702678100068e-02
6.084077405627078550e-01 -1.283113906551602498e-02
8.399402752255583637e-01 1.659500128877321456e-01
8.964728338980190170e-01 7.775865482703175902e-02
6.322042676077661572e-01 2.302419258971220850e-02
6.677866619332832876e-01 8.480279665132785943e-04
8.516274619381655198e-01 -2.158363850793935251e-02
6.721897658319376800e-01 3.517116140867444785e-02
6.071083307835832832e-01 2.058971969998259210e-01
3.199002312823520655e-01 -2.001291877604738367e-01
7.512947584370055498e-01 3.110390196450865674e-02
4.680415897097798261e-01 8.372923536690522750e-02
7.268386667444792781e-01 1.090290697799912029e-01
6.999914503612034711e-01 -4.893445034860921528e-02
3.247958797546958154e-01 -4.948589968294168570e-03
-1.881752346085077687e-01 5.555390413993104293e-01
6.298577471585031784e-01 -2.577632007421387997e-02
7.395285572821878040e-01 -1.224298925211374095e-01
7.467042823124119266e-01 7.480517538457231996e-02
5.315859144939669712e-01 -2.543036014985436410e-02
-2.784569446591985131e-01 7.498149575770463038e-01
5.966994891024651748e-01 1.961516456367010108e-01
9.066492227720928110e-01 6.510286666023970548e-02
6.418054701730757650e-01 2.117566407506609460e-01
7.251677606584460145e-01 2.348529135398677928e-02
7.852953050857792716e-01 -2.224974834035654131e-03
6.784294831017407823e-01 -3.891916298353723103e-02
2.396928277241620886e-01 1.083258824343491245e-01
7.478496303467796480e-01 6.255473135945363583e-02
4.142030139938114308e-01 2.676138285015528528e-01
7.197923525455858229e-01 6.246855974749761231e-02
6.942791180938868711e-01 1.678356721987784295e-01
2.657725655961428735e-01 1.319527049569343413e-01
5.124958933004435391e-01 -8.271744724187035658e-02
7.626732528780529874e-01 9.856753029116019360e-02
5.227586084024082869e-01 3.195118823906390598e-02
1.872372375572814718e-01 4.753572916874739818e-01
9.677657587505432424e-03 5.042673073656949168e-01
6.284623343906327042e-01 1.652480234762936095e-04
1.327142917138649514e-01 3.407019415078238467e-01
-1.442698908273981895e-01 4.991876692488961265e-01
8.653926587640645707e-01 3.905480737070822495e-02
6.446838127668167440e-01 -5.586433283674493294e-02
5.962220403778402122e-01 -6.289206709960477870e-02
4.842006332496597842e-01 6.132796994367239324e-02
7.453854424713047822e-01 -1.621189328687604875e-02
3.499732572249434903e-01 1.065176060342345188e-01
7.730987109966597215e-02 3.305372587802145046e-01
5.140821641779673712e-01 7.760605866284275844e-02
6.245531437956716170e-01 -3.915264650702827975e-02
6.678086133821792281e-01 1.070799989742375613e-03
5.476424705972666729e-01 2.953755847791794675e-02
-9.597664167179238703e-02 5.548340399624379637e-01
2.675728002326259736e-01 7.863107820335758780e-03
3.900513075273402408e-01 4.607719245445835998e-01
5.609458492950327724e-01 -7.480504966621068230e-02
8.361010989477798416e-01 5.154270995404969247e-02
7.204678512555618974e-01 3.274574297172719306e-03
7.294744752433579560e-01 4.174192743495306474e-02
-1.058380647203271963e-01 2.266543054791381184e-01
6.849522793761829709e-01 -7.967271363129346806e-02
6.131186772530117235e-01 1.897262522579521576e-02
3.034486381433975088e-01 6.335474410695692005e-02
6.354133531312530225e-01 -9.699832876500495693e-02
7.547121883630264483e-01 -4.940185358716703973e-02
5.062199386194077277e-01 5.288439685115156608e-02
-1.177407019034299937e-02 3.845644951124260191e-01
-5.314372770614101960e-01 1.502282909941976996e+00
-6.621043917085904784e-01 1.375065979020957840e+00
-2.396805681685524880e-01 1.631211240519456540e+00
-8.220343132621206195e-01 1.210323473416007323e+00
-7.128012852250177334e-01 1.273660574868611617e+00
-5.556165329702067446e-01 1.421951237142933255e+00
-3.860840564357602145e-01 1.622847757331215890e+00
-4.984417326199976905e-01 1.494061629129022295e+00
-6.404932552897654174e-01 1.524227669603925639e+00
-5.323260256041673077e-01 1.555158526119820639e+00
-4.606160481085195824e-01 1.590453430710266236e+00
-2.970591379690946110e-01 1.629624312821635224e+00
-4.813252329358752579e-02 5.802211698983454902e-01
4.894443213256592928e-01 2.708659147700852310e-02
-3.008930924093617537e-02 2.917452104037065452e-01
2.633148172589558356e-01 5.159350186976483510e-01
4.909261013989976719e-01 -1.179142627107834448e-02
3.316393417265118271e-01 2.969346676218269643e-01
1.362814247779383925e-01 3.383544797235262247e-01
1.088476940964672179e-02 5.093957316535452362e-01
6.018325213734359025e-01 -3.319913251332642923e-04
4.340544627562527014e-01 5.323773666229047324e-02
7.214880562688609222e-01 -3.549548275785061047e-02
4.777142133461974027e-01 4.596428579069637005e-02
6.450468365401010873e-01 9.548744743237565225e-02
4.409584214327848528e-01 -1.238538980612854251e-02
3.557343452933121042e-01 3.273937733629211227e-02
4.702796980778398694e-01 7.619909549693837381e-02
4.038549478962081274e-01 1.249789428715768480e-01
1.174585836312932036e-01 4.196836213864795218e-01
6.161330014380220765e-01 3.827715846829451984e-02
7.135904122516291137e-01 -4.253632263569381844e-04
6.312444871553198888e-01 4.018064677958686076e-02
2.619847186000954231e-01 -5.776894016746869642e-02
6.470115235416631361e-01 4.714381303777760018e-02
5.299705977505729804e-01 7.600927720180174207e-02
6.123675280665062948e-01 9.645342899202204168e-02
7.075467502734832381e-01 -3.103918842640097236e-02
4.348039395309787336e-01 -1.388895889472919337e-02
4.496596969894815499e-01 3.199296444124200001e-02
6.913716926703621368e-01 5.306796244881863134e-02
7.002296532470535517e-01 4.405462364889515398e-02
2.131383052292250002e-01 7.502865185709316209e-02
1.667394695613682032e-01 7.503528065351583454e-02
8.749609050215660933e-01 8.937622727218973162e-02
6.940340539626981275e-01 -1.893465517541471910e-02
3.577345347585614843e-01 1.564634317015862197e-01
5.941085906799765670e-01 5.538618677176997129e-02
6.707490351643919935e-01 5.393442389088957956e-02
4.295062300454982607e-01 4.067941452066066721e-01
5.417368701871536629e-01 1.467544302606873519e-01
6.239903467913082702e-01 -1.079601862173737437e-01
4.920933437285786027e-01 8.738674798661985599e-02
6.800087819683909851e-01 1.760062337617334105e-01
7.445330622746022531e-01 -2.547218073048840986e-02
5.283203023931202225e-01 -1.847053698377072034e-02
4.237240842943550967e-01 1.070277611020701430e-01
1.693509676810261988e-01 2.573985187255357632e-01
5.443227272739209477e-01 1.220320462823717700e-01
5.928429658311460404e-01 9.759622787817686870e-03
7.710712288371051049e-01 1.752275896362774643e-01
6.290292387705329613e-01 3.446837059555521443e-03
5.329922088429481786e-01 8.174889095700954567e-02
4.785812414967560713e-01 1.110169914912226413e-01
6.737958101352006235e-01 -9.637933280825403126e-02
7.280240824442146819e-01 1.624582417636311060e-02
5.912078907491612467e-01 4.872567896062997631e-03
7.705259168532603287e-01 8.248603944957151601e-02
7.188007710609531919e-01 5.475231061116726805e-02
2.694944490037392559e-01 2.706046319456057447e-01
5.368743315140839245e-01 2.679670346819349597e-02
2.978849695119705210e-01 -3.533187123929140694e-02
2.321934589140971505e-01 3.820731654956212309e-02
6.826171916880230395e-01 1.310837220999028739e-02
4.778574281688345304e-01 2.984401016412462082e-02
7.080945402622706997e-01 1.104895599873522566e-02
6.104029907322503501e-01 2.183429200872378378e-02
5.549081091740474259e-01 -8.432858158781220137e-02
3.755466945504778997e-02 4.238270771760538902e-01
-4.292005453046329744e-01 1.623310631686055272e+00
-8.458981332409920562e-01 1.183164449281526531e+00
-7.139810765620588917e-01 1.346007405630372800e+00
-4.612418743703478596e-01 1.344148825179009243e+00
-4.991986237023885442e-01 1.409462272622075796e+00
-5.266304639199589355e-01 1.508552775857183503e+00
-3.886437028824213380e-01 1.403990040358849223e+00
-5.908329232312128365e-01 1.467601565321079882e+00
-4.611199384484215846e-01 1.445347182897378513e+00
-4.968558000408858644e-01 1.436589146230986325e+00
-3.324533315194073135e-01 1.632032936434711035e+00
-5.286638234136291636e-01 1.523010381607039276e+00
-4.059761188621544004e-01 1.631705365933370455e+00
-6.745116336680376801e-01 1.378454210344422393e+00
-4.870166620011882608e-01 1.460273964109097156e+00
-6.847666850168645514e-01 1.344071040871241296e+00
